48727054,28190170,日本逗比美妆达人まあたそ化妆成黑辣妹作死挑战CoCo咖喱十倍辣！,357,66,492,38226
48816958,28237569,【中字】【180516本能Z】揭秘日本顶级学府京都大学的学生宿舍熊野寮！,30,9,118,5682
49043366,28354684,老虎伐木累！挪威小哥的大阪时尚品味你给打几分？,12,0,7,587
49095840,28382035,【校园封神榜】屋顶告白大会之青春篇，看完笑着流泪唏嘘不已,81,26,199,16455
49121838,28396520,【中字】【月曜から夜ふかし】月曜夜未央180115,33,12,64,8004
49147326,28408424,拍抖音视频时遇到了猪男友是一种怎样的体验？,21,4,6,1044
49196238,28434370,【まあたそ】日本逗比美妆达人的脑洞验证：矛（水枪）与盾（防水化妆品）究竟谁更强？生女儿如果不是用来玩的，那将毫无意义！,200,47,254,17965
49146651,28407815,日本快嘴小哥盘点每个人的班级里总有一个这种家伙。好想回到那中二的校园生活啊！,35,9,50,3098
49772467,28647778,【中字・直到世界的尽头180617】imoto的世界之旅in中国，重庆+云南,243,62,708,69809
49766370,28723267,【中字・直到世界的尽头180311】imoto的世界之旅in中国，云南+湖南,200,61,504,59007
46891457,27204226,挪威小哥模仿中国人讲日语，这个中式日语快把我笑死了,155,12,150,38984
46839644,27177051,日本九州人的各种脑洞沙雕神技，兄贵刨冰了解一下？,11,3,16,676
46995262,27259565,拼了老命在表演，结果被橘猫实力抢镜了,14,1,3,364
47075797,27303322,日本抖音美女遭日本小哥犀利神吐槽，哈哈哈哈哈哈！看完很想打人,32,4,19,2515
47092291,27318439,刀剑神域×怪物弹珠合作发售的「二刀流手机壳」唤起你的中二之魂，可以说是非常想要这个沙雕手机壳了,33,9,50,1970
47105898,27318574,日本女生的包包里藏着什么秘密呢？挪威小哥为你揭晓答案！,15,1,10,933
47153693,27345729,日本东京都交通局官方创意宣传片「东京电车内的故事 Tokyo train story」，生动形象地刻画了社畜们的一天上下班之旅,21,5,26,989
47518898,27542158,前段时间日本关西地区因暴雨受灾严重，今日二宫和也亲临广岛，为灾区群众打气加油！,73,19,121,3924
47535396,27550899,日本声优小哥もる用性感低音强撩Siri，结果Siri内心毫无波澜，甚至最后还秀了段B-box，可以说是十分不解风情了,1366,413,2903,33980
47617884,27595046,恶心宅男和帅哥低音的差距有多大？日本小哥切换的瞬间，妹子的态度180度大转弯了，最后甚至开始聊起了命运,383,79,689,15757
50275880,28988048,早稻田大学高学历艺人演讲「丑女的生存之道」——假设丑女幸福论。这个看脸的世界，真的太残酷了！,160,63,743,22737
49783358,28738178,【日本快嘴小哥减肥吐槽第一弹】短短的2分钟，受到的暴击不下2万次，字字珠玑，句句扎心。结尾更是气得想摔手机。,73,26,200,4122
49781311,28736751,【日本快嘴小哥减肥吐槽第二弹】话糙理不糙，为什么他一直在骂我，我竟无法反驳？,98,36,248,5415
50846426,29282495,【Yabatan】鬼畜日语的挪威戏精小哥首次上电视采访！带你了解一个真实的挪威小哥。,51,14,42,4005
50961744,29333734,点开视频前，我设想了无数种结局，但最终还是万万没想到……,27,4,16,1070
51125336,29410323,将世界各国的语言空耳成日语会出现怎样的奇迹？画面太美了，简直无法直视。不知道有没有中文版，跪求！,106,25,258,11999
51148214,29423603,150万粉丝的日本油管主ブライアン看中国网红妹子的神奇化妆术，屡屡上演“真香”桥段,19,3,19,3576
51152225,29424284,150万粉丝的日本油管主ブライアン看中国网红妹子化妆看到怀疑人生，“女人太可怕了”,26,3,15,3534
